TotalDisplacement 47551034
MaxDisplacement 4809
NumCells 51382
c1927 -35112 -7504
c23589 -37158 5600
c6279 -36036 -30688
c2649 -36432 -3976
c31333 -36432 -448
c9730 -36564 5096
c39105 -34980 30296
c29269 -35574 22232
c5064 -36432 24248
c6124 -36102 -13048
c28476 -36300 -30184
c34403 -36102 -26656
c43339 -36696 1568
c16326 -36498 49952
c6270 -35838 58016
c42286 -38280 54992
c15715 -36630 5600
c38020 -36168 13160
c11454 -36234 21728
c16686 -36300 -23128
c14684 -35772 17696
c8802 -35178 26768
c32586 -37224 6104
c14346 -34848 -52360
c16486 -35904 32312
c27724 -36234 48944
c44885 -36696 6104
c47374 -35970 21728
c16802 -35508 17696
c24184 -37884 34328
c33704 -35112 22736
c36404 -35706 16688
c3428 -37356 23744
c905 -35772 21224
c11517 -37092 23744
c20878 -34980 22736
c27300 -35574 41888
c44320 -36036 27776
c43415 -36102 -58408
c40271 -37224 38360
c49637 -37356 48440
c21082 -35376 27776
c41681 -35574 28280
c34964 -34848 22736
c23306 -35574 -5992
c39265 -36102 29288
c42529 -36036 8624
c41271 -37224 33824
c39808 -36036 -22624
c22732 -35706 21728
c13520 -36630 39872
c26144 -38148 54992
c3607 -35310 28280
c10896 -35838 -13048
c7516 -35442 22232
c2026 -35244 -9016
c9958 -36036 33320
c41223 -35772 9128
c34304 -35838 17192
c32036 -35112 27776
c6795 -36432 45416
c1231 -36036 5096
c17974 -34980 -56896
c37134 -35838 31304
c29564 -37224 34832
c8210 -35442 21728
c1000 -34980 7616
c5849 -34584 22736
c49807 -34914 26768
c49753 -36432 35840
c10391 -35838 29288
c37466 -35508 29792
c34690 -36168 24248
c15305 -36102 5600
c48669 -35838 -7000
c10859 -36234 49952
c15914 -35178 21728
c22765 -35244 -17584
c48347 -34848 -8008
c50622 -35244 21224
c15636 -35904 23240
c40183 -34716 25256
c10387 -36696 23744
c4206 -35178 20720
c9053 -34452 22736
c20107 -35640 43400
c40169 -35970 36848
c32512 -36828 -58912
c20303 -35376 16184
c45751 -34716 -51856
c36609 -35970 49952
c43466 -35640 23240
c20986 -35178 22232
c46097 -35574 29288
c21319 -35244 17696
c24616 -35112 16184
c8870 -35508 5096
c19462 -37158 31808
c37251 -35376 33320
c31755 -35970 -12544
c47638 -35706 49952
c12453 -36960 38360
c46045 -37224 -3472
c1850 -35706 -53368
c41133 -36564 1568
c22303 -36894 31808
c19251 -35574 44408
c9555 -35772 8120
c20946 -34914 22232
c10907 -34056 -57904
c26900 -36234 31808
c33625 -36564 23744
c13058 -34584 26264
c17750 -35706 -55384
c5347 -35574 5600
c46664 -36168 24752
c8183 -35112 32816
c43294 -35244 -11536
c1413 -37224 38864
c10041 -35706 4592
c6784 -35970 48944
c12522 -36168 -50344
c19465 -36168 1568
c36179 -35904 33824
c45324 -34914 21728
c27705 -35904 -50344
c20437 -36036 -23128
c22229 -35772 1568
c35385 -35706 1064
c24893 -35574 36344
c35280 -35970 2072
c1682 -35442 -7000
c41657 -37620 34328
c46512 -37092 38864
c48619 -34584 -52864
c41175 -36366 39872
c338 -34980 7112
c49963 -34320 22736
c10755 -35640 -6496
c20196 -34848 -51352
c1089 -36168 6104
c20151 -34650 21728
c3623 -35178 16688
c29565 -34650 26768
c51352 -34320 26264
c8046 -36696 38360
c30145 -35178 4592
c8875 -34650 22232
c22857 -35046 4592
c36559 -36564 -49840
c12659 -35574 1064
c26328 -35640 4088
c41166 -35442 49952
c43926 -36300 6608
c37016 -35112 46424
c32057 -35376 15680
c18025 -34386 26768
c26748 -34914 20720
c7857 -35244 -50848
c48996 -35706 -12544
c25778 -35838 3584
c22049 -34056 25256
c33696 -35574 31304
c39918 -35046 50960
c49148 -34782 36848
c38404 -35508 47936
c8015 -34584 -56896
c29183 -35640 6104
c9086 -35838 2072
c40226 -36960 34832
c26599 -36630 56
c46817 -34848 27776
c1427 -35772 6608
c43742 -36432 23744
c18997 -34584 7616
c4553 -35574 31808
c23939 -35706 48944
c44622 -35046 50456
c6228 -34980 5096
c15764 -35772 24248
c1506 -34650 27272
c20809 -35046 28280
c10924 -36036 37856
c14899 -34452 7112
c41231 -35310 -13048
c16407 -34254 21728
c18708 -34782 20720
c21585 -34980 15680
c1896 -35508 24752
c22082 -36432 34328
c21682 -35508 -6496
c428 -35244 20216
c40067 -34716 30296
c4989 -34452 -8008
c20602 -35244 8120
c2783 -35046 5600
c10028 -36300 53984
c30375 -36564 -2968
c34399 -34320 19712
c8959 -34452 32816
c21334 -35178 1064
c49802 -36696 54992
c2588 -35640 -22624
c41546 -34914 -18088
c24359 -35706 -13552
c27666 -35772 35336
c18776 -36498 560
c15896 -35376 47432
c20718 -36036 49448
c5077 -36960 53480
c30783 -35178 49952
c12201 -34452 35840
c238 -35574 -14056
c35079 -35046 -7000
c505 -35772 42392
c29230 -35376 1568
c15790 -35772 8624
c43410 -35508 23240
c27224 -35112 6104
c2518 -34716 -7504
c12931 -36366 560
c44519 -35244 6608
c6320 -34980 34832
c6734 -35376 24248
c23792 -34782 4592
c21236 -35244 29792
c22353 -35640 55496
c33157 -35244 1568
c17171 -36168 -2968
c48867 -34848 -9016
c15179 -34980 17696
c5487 -34914 -7000
c19280 -36300 45416
c20145 -36630 52976
c31607 -34716 32312
c44814 -37224 -33208
c44497 -35310 31304
c21972 -34716 28280
c33175 -36234 560
c39677 -36234 56
c28056 -35376 -6496
c32279 -35442 -14056
c34204 -34584 35336
c19631 -35442 -55384
c179 -35772 -2968
c3250 -34320 35336
c42666 -37158 -4480
c9142 -34716 -9016
c2144 -34518 5600
c22751 -34650 50456
c37465 -34056 7616
c3991 -34716 24248
c45787 -34914 16688
c29134 -34848 15680
c8904 -35244 -6496
c38868 -34716 37352
c35998 -36762 -33712
c35329 -36168 2576
c12702 -35046 1064
c44091 -34980 -50848
c13766 -35970 -29680
c11526 -35772 -30688
c32944 -34056 35336
c8424 -35112 -6496
c29089 -34518 4592
c24225 -35046 31304
c23567 -35640 -2968
c16954 -35046 -13048
c43342 -34782 -7000
c33918 -34914 49952
c4602 -35640 46928
c5902 -36762 -4480
c13903 -34584 6104
c30358 -36366 59528
c36578 -35706 2072
c49093 -35442 48944
c988 -33924 7112
c12622 -34716 6608
c3663 -35310 560
c5428 -35772 53480
c30132 -33660 -52360
c108 -35310 -14056
c30486 -34716 -50344
c7967 -37620 -4984
c26418 -35508 46928
c10691 -37092 -16072
c49294 -36036 -30184
c16532 -35376 8624
c27988 -35508 -2968
c10490 -34980 19208
c42907 -36366 -27160
c39414 -34188 33320
c26088 -35112 38864
c38183 -36102 56
c3826 -34518 36848
c25233 -34056 26264
c43417 -34980 8624
c15998 -36168 -2464
c34883 -34782 31304
c27819 -35112 1568
c44800 -33792 32816
c2669 -34386 36344
c10002 -35574 -13552
c20162 -34386 -56392
c5698 -34320 -3976
c28915 -34452 6104
c27827 -35904 48440
c2710 -34320 -56896
c15256 -34056 22736
c24404 -35376 -30688
c32183 -34848 -55888
c46032 -33792 35336
c8137 -37092 -16576
c20971 -34452 5096
c40369 -34584 -7504
c20807 -34188 47432
c30415 -34188 -3976
c5336 -34980 -30184
c20333 -34716 33824
c25642 -34848 41888
c15951 -34716 1568
c26174 -35574 -33712
c15844 -34452 -50344
c727 -34452 33824
c49045 -35112 -2968
c14355 -34716 8120
c51153 -35970 56
c17682 -34914 -13048
c22621 -35508 -3472
c7247 -35376 23240
c32379 -34122 26768
c4541 -36630 -34216
c44438 -33528 35336
c42811 -36036 -31192
c13883 -34716 23240
c21569 -35046 9632
c22860 -35640 -31192
c50969 -36894 -5488
c33692 -34452 8624
c39878 -36366 -54880
c45185 -35244 60032
c2542 -33528 -51856
c45614 -35244 9128
c43125 -35310 17192
c41871 -34584 23240
c17002 -34716 9128
c45766 -35376 -3472
c33335 -35046 -33712
c43942 -34980 -30688
c10743 -35838 39368
c32602 -34056 -50848
c31627 -35178 560
c42806 -33792 26264
c4302 -35244 34328
c42669 -34452 -3472
c34464 -35376 -49840
c1660 -35574 -32200
c9860 -35112 3080
c8514 -36036 -2464
c30112 -35838 -26656
c14405 -34716 19208
c51109 -34716 -2968
c29632 -35442 -12544
c5834 -35046 56
c5139 -34518 31304
c18267 -33528 7616
c45717 -34122 36344
c43284 -36036 -33208
c35515 -35442 -31696
c107 -34122 1064
c9007 -35244 24752
c14368 -35376 -448
c11687 -34584 1568
c47352 -35904 54992
c8623 -34980 -6496
c193 -35442 -34216
c40002 -36696 -15568
c29223 -35706 -4480
c5511 -34650 -13552
c21557 -33858 -7000
c439 -34320 -7504
c33882 -34122 -18088
c31313 -36960 -10528
c18376 -36036 -39256
c39467 -36036 -40768
c39372 -36102 -27664
c32495 -34584 -2968
c30731 -35574 -4480
c6856 -34320 6104
c41018 -34716 38360
c7114 -34056 32312
c22749 -36366 -11032
c13116 -35904 -15568
c49624 -36234 -40264
c88 -35178 -4480
c12687 -34056 -52864
c35736 -34782 560
c42016 -35772 -12040
c20898 -35244 -20608
c10361 -36498 -15064
c18138 -35046 -26152
c23450 -34782 -29680
c45647 -36036 -16072
c40814 -34584 53480
c376 -36036 -16576
c36427 -35112 -2464
c34454 -34848 20216
c30735 -35244 -42280
c16228 -35178 -27160
c19644 -35772 45416
c3254 -33660 -51352
c25920 -34452 -30688
c19973 -34452 -2968
c3742 -35178 -14056
c42719 -34452 38360
c21534 -35904 -4984
c16110 -35112 -49840
c26305 -34254 31304
c10003 -34716 34832
c4855 -33924 -6496
c27294 -36234 -17080
c43606 -34188 1568
c33207 -33858 31304
c31879 -35376 -25648
c50797 -34386 560
c189 -35112 24752
c43893 -35970 -39760
c9195 -34782 2072
c23546 -35772 49448
c20700 -35508 -4984
c19725 -33990 -13048
c25989 -34386 -12544
c7184 -33858 -33712
c42941 -33792 -6496
c6931 -35970 -5488
c48421 -34188 -8008
c20966 -35442 44408
c18778 -34584 61544
c1925 -35376 -15568
c41625 -34914 -27664
c41465 -35574 -5488
c14388 -35904 -10528
c31197 -35310 -5488
c12328 -35838 18200
c45831 -35442 52976
c6226 -34650 2072
c2696 -35310 -1960
c5271 -35772 -29176
c16236 -35244 -31192
c36417 -33264 -3976
c2597 -34056 -2968
c6901 -35508 -33208
c7426 -36366 -9520
c35892 -34518 2072
c21785 -34650 56
c31651 -34254 36848
c39290 -35376 -41776
c29277 -34254 -4480
c10930 -34914 -5488
c42630 -36564 61040
c7958 -34056 37856
c26521 -34782 -26656
c28738 -34650 16688
c31530 -36366 -21112
c35974 -33924 5096
c144 -35310 18200
c43176 -34716 -5992
c37752 -35904 -14560
c8625 -34254 -31696
c37197 -35970 -15064
c32396 -34188 -49840
c16070 -35112 60536
c24839 -34980 -16072
c11486 -35310 -32704
c5439 -34386 31808
c19792 -33924 -2968
c40829 -34056 -30688
c1453 -33396 -51352
c48503 -35244 -448
c45592 -36498 -34720
c41564 -34188 8120
c30043 -35508 49448
c11686 -34122 -4480
c7120 -35574 44912
c27816 -35904 42896
c25146 -35772 -14560
c19835 -33594 31304
c2822 -34056 -20608
c32971 -33924 -49840
c16491 -34848 -448
c35493 -35376 -22624
c25331 -36432 -42784
c3683 -35244 -29176
c15081 -36168 18704
c45073 -35838 -22120
c15214 -35970 -34720
c24605 -35244 2576
c21075 -34914 52976
c27510 -33792 -2968
c26691 -33792 -30184
c22066 -34716 28784
c27920 -34056 -42280
c36707 -35574 3584
c3310 -36168 -28168
c33136 -33990 560
c36030 -34386 2072
c37759 -36828 -10024
c2123 -34716 -20104
c47159 -35442 -34720
c48049 -34188 -41776
c39330 -33396 7112
c50457 -34848 -31192
c13447 -35112 61040
c33830 -35508 43904
c18437 -34716 -448
c49525 -33792 -52864
c1269 -35178 -21112
c9983 -34122 31808
c7689 -33792 -30688
c30189 -35904 -38752
c5527 -33396 -52360
c30163 -34914 18200
c1785 -33528 -50344
c40150 -34914 -26152
c44390 -34518 -5488
c12471 -36036 -41272
c16091 -34254 -34216
c51018 -34452 -61936
c48254 -34584 -61432
c32741 -33528 -61936
c590 -33660 -61432
c45378 -34188 -60928
c50237 -32604 -61936
c38689 -33264 -60928
c20346 -32736 -61432
c15011 -34056 53480
c11071 -34386 52976
c13164 -33990 -4480
c44013 -33792 32312
c47375 -34188 47936
c46470 -34386 -27664
c27524 -33792 -13048
c43976 -34584 -9016
c28498 -33990 -31696
c2434 -35178 -15064
c51120 -33660 -2968
c28591 -34848 -40768
c3976 -35310 -9520
c7878 -34584 -952
c42510 -35772 -10024
c16323 -35244 -42784
c43424 -34782 -32704
c22141 -35376 -49336
c35136 -34650 44408
c10593 -34584 -4984
c7158 -34386 -5488
c39913 -34584 -5992
c30914 -33528 -9016
c49555 -33858 31808
c40550 -35244 23744
c45906 -34188 -5992
c1243 -36564 -54376
c20980 -36102 -35224
c39308 -33264 -30184
c39260 -34386 -32704
c50672 -34188 3080
c3659 -35112 53984
c27801 -34980 -8512
c24773 -33594 -4480
c16134 -35046 -40264
c30331 -33792 37856
c13119 -35508 18704
c34168 -33726 -29680
c44128 -35574 -35224
c1642 -34056 -5992
c50889 -35046 -35224
c9168 -33990 2072
c50459 -33792 -448
c26954 -34122 28280
c29222 -35310 52472
c673 -34782 -39760
c1590 -33924 3080
c48658 -35376 45416
c45263 -34188 9128
c20486 -34848 -39256
c41495 -35376 -24640
c8432 -34254 -9520
c12431 -33528 -3472
c47161 -34782 -21616
c17429 -33792 9128
c29272 -34980 -16576
c6985 -34782 18200
c23781 -33132 -50848
c39537 -33660 3080
c38989 -34320 2576
c19980 -32868 -3976
c254 -32736 -3976
c43852 -33990 36848
c38951 -34188 33824
c1678 -34320 -33208
c14307 -34716 -12040
c46323 -35244 45416
c42544 -34452 17696
c36530 -34716 -10024
c34699 -34320 -40768
c25019 -33462 -4480
c49481 -34914 52472
c13879 -35178 -17080
c32133 -35772 54992
c14228 -33264 -2968
c2844 -34650 17192
c29291 -33726 -34216
c18684 -33990 -5488
c25922 -33726 -31696
c15445 -34320 -39256
c20622 -33726 2072
c4872 -33264 1568
c49670 -33330 -12544
c48301 -34650 -15064
c25637 -34188 -16576
c48638 -34254 -34720
c5170 -33132 -2968
c19959 -33000 7616
c33299 -33000 -41776
c27028 -33858 -32704
c33276 -34386 -32200
c28787 -32868 -42280
c32079 -34518 -40264
c25056 -35112 -28168
c42860 -33924 22736
c27831 -34386 17192
c30630 -34716 -14560
c18115 -34452 -31192
c11774 -35772 -23128
c20089 -34848 24752
c16199 -33924 -8512
c34538 -34320 -15568
c40867 -34122 16688
c21889 -33858 39368
c8660 -34452 -952
c46532 -33990 52976
c19232 -34056 -952
c43507 -32472 -9016
c27828 -33396 2576
c22011 -32340 -3976
c49298 -34122 -15064
c37274 -35178 39872
c32271 -34716 -29176
c40406 -33528 33320
c35159 -34254 -14056
c42701 -35046 -60424
c38722 -33594 -60424
c5521 -32340 -60928
c27665 -31680 -61936
c2450 -34914 -59920
c46965 -31812 -61432
c14429 -32208 -3976
c11424 -33924 8624
c9856 -33396 -448
c50828 -35046 40376
c16347 -33330 -32704
c11212 -34452 -22624
c15590 -34188 -49336
c7990 -34056 -31192
c10656 -33660 -952
c11109 -33924 -5992
c13196 -35046 29288
c26126 -33264 -30688
c8529 -33858 17192
c16655 -36168 -38248
c13356 -34254 -55384
c19976 -34386 52472
c19061 -33924 -16072
c31097 -34122 -14056
c34762 -33198 39872
c34175 -34584 24752
c28538 -33990 -27160
c37462 -34056 17696
c50965 -33594 -5488
c33881 -35310 -25144
c33551 -33528 -20104
c30414 -33924 17696
c43039 -35442 -37744
c36795 -34848 -41272
c48262 -35178 -54880
c10955 -33726 -13552
c47751 -34056 47936
c5721 -34716 53984
c16568 -33858 -27664
c1937 -33792 8120
c48072 -33198 -34216
c12281 -34716 -38752
c21 -32736 3080
c40939 -33858 -32200
c2925 -34716 4088
c34473 -35046 -1456
c40996 -33792 -33208
c41971 -33330 -32200
c45530 -33990 -55384
c47743 -33330 -14056
c36751 -34650 49952
c41145 -33594 16688
c47029 -32472 -41776
c33144 -34122 -17080
c13366 -34584 4088
c12666 -33528 -5992
c43345 -33924 47936
c13354 -33396 17696
c1 -34848 45416
c43086 -32868 7112
c47430 -34584 24248
c9138 -33726 56
c8462 -33792 -40768
c25334 -33396 -5992
c43860 -33462 -5488
c8617 -35574 51968
c1904 -34584 -55888
c2791 -35112 -43288
c9283 -33462 -31696
c22885 -34584 34328
c6640 -34452 53984
c8328 -35112 -25648
c51158 -34650 18200
c50836 -33198 1064
c3511 -34254 -17584
c36156 -35310 -11032
c2107 -34386 -1960
c48207 -34980 56000
c34001 -33726 -34720
c33426 -33660 -14560
c1198 -32736 -30184
c47464 -33396 -16072
c13355 -33660 -31192
c51341 -34650 -25144
c19342 -33330 -15064
c25030 -33924 -25648
c28765 -34848 -10528
c19484 -34584 41888
c23414 -34188 6608
c12557 -34254 18200
c11743 -33198 -14056
c5541 -33528 22736
c27603 -34584 -28168
c48816 -34848 18704
c36372 -33660 53480
c42334 -35970 12656
c16546 -33330 56
c33693 -34188 53984
c6062 -32472 7616
c42635 -34122 -1456
c25293 -33660 6608
c2113 -34452 -37240
c29594 -35244 -23128
c17860 -35772 -45808
c10410 -34320 -46312
c19432 -34188 -2464
c26140 -34320 4088
c37264 -33792 -2464
c13030 -33330 -5488
c46363 -33528 8624
c21649 -35772 12152
c32095 -34386 44912
c32289 -33066 1064
c16899 -34782 -11536
c42379 -33198 -5488
c23287 -34914 12656
c17885 -33264 19712
c27537 -34188 -24640
c2122 -33066 560
c15008 -34452 48440
c26608 -35376 -54376
c11538 -33792 -10528
c17424 -33528 53480
c41002 -33990 18200
c38269 -32802 560
c48101 -33660 -12040
c1966 -33924 38864
c47559 -36036 -45304
c9563 -32340 7112
c32658 -33990 -1456
c13754 -33990 -1960
c30410 -34650 -22120
c36022 -34254 -39760
c37516 -32472 -51352
c47361 -32868 -52360
c22436 -33396 6608
c34985 -35376 -35728
c35281 -33066 -5488
c41024 -32802 2072
c28320 -32340 -42280
c30581 -34122 49952
c18857 -33528 -29176
c11036 -35772 -44800
c25416 -34716 -23128
c24117 -33132 2576
c29110 -33528 37352
c16413 -33000 8624
c17905 -33792 6104
c5446 -33528 -2464
c17451 -32736 -30688
c927 -34452 45416
c38096 -33264 19208
c26751 -33858 -1960
c21845 -33066 16688
c43755 -34056 45416
c32757 -34452 18704
c17872 -32670 -33712
c11756 -33132 6608
c9675 -33660 -4984
c6760 -31812 -3976
c14695 -33264 -33208
c20904 -34452 -28672
c47870 -33528 32312
c46188 -33462 -55384
c49044 -32868 17696
c26207 -34584 16184
c31918 -31944 7616
c15645 -33660 36344
c48515 -34848 -54376
c18538 -32340 1568
c27752 -33396 9128
c37729 -34056 4088
c40113 -34584 42392
c32484 -34254 48944
c51277 -32340 -51856
c26649 -33000 22736
c22114 -33264 33320
c17760 -33726 -26656
c40393 -33528 -4984
c15980 -35772 13160
c45578 -33198 56
c9796 -33462 44408
c48430 -35310 3584
c4631 -35838 -23632
c11246 -34584 -43288
c3514 -33264 6104
c46005 -33396 -4984
c687 -34320 41888
c13247 -33528 28784
c49580 -33990 -54880
c35947 -35178 -53368
c13316 -34584 -46816
c30724 -32604 8624
c28696 -33792 -55888
c7132 -33000 -55888
c15010 -33132 -4984
c6472 -32934 56
c44524 -33462 18200
c47311 -32538 56
c45350 -34056 -42784
c44870 -33330 18200
c28907 -34914 9632
c17642 -33396 36344
c24306 -33990 -21112
c3447 -35244 -53872
c18820 -32604 -3472
c28745 -32340 3080
c23990 -32208 2576
c45555 -34254 -11032
c36163 -34518 9632
c38848 -32076 2576
c42444 -31944 -41776
c7008 -34716 12152
c16596 -32208 -2968
c21767 -33528 -42784
c22510 -34914 -23632
c42996 -33000 -33208
c32061 -34782 -26152
c20204 -33000 -4984
c20674 -34716 13160
c24682 -34848 -45304
c8275 -33726 -25144
c50849 -33792 38864
c39143 -33726 -1456
c16957 -33660 38864
c3461 -34980 -38248
c28043 -34848 -35728
c23080 -34848 23744
c29108 -33990 -22120
c7497 -34056 16184
c37947 -33462 -27160
c6358 -32934 -5488
c5909 -33264 38360
c51093 -33990 -53368
c41278 -33264 32312
c19276 -33726 -1960
c15033 -33726 -39760
c33657 -33858 -35224
c14712 -34122 52472
c35017 -32208 -51352
c35821 -33726 52976
c28014 -32868 -8512
c39039 -32802 -15064
c39037 -34584 -45808
c48505 -35178 11648
c47853 -33594 -1960
c4794 -34320 -35728
c31295 -33594 44912
c31702 -33264 8120
c9015 -33660 -10024
c18784 -33594 52976
c45413 -33396 -31192
c37750 -33132 -46312
c45625 -33330 -29680
c4752 -33330 17192
c15309 -33000 8120
c45284 -33330 -1456
c12529 -33264 -22624
c12733 -32802 -26656
c1025 -33198 -34720
c2896 -33660 -41272
c35567 -33198 -9520
c44101 -34716 56504
c22614 -32538 -4480
c23389 -32934 52472
c11134 -34056 -53872
c32801 -33858 12656
c18333 -33264 -15568
c1203 -34122 11648
c39916 -34980 57512
c2475 -33198 -1960
c46009 -33792 -39256
c22695 -34386 45920
c48607 -33396 -46816
c300 -34320 18704
c40958 -33132 61544
c22822 -33660 60536
c27664 -34320 60032
c18200 -33198 -39760
c33662 -33066 -32200
c14163 -34056 -28168
c3865 -34122 -21616
c12425 -35310 41384
c41729 -34980 13664
c13070 -33462 -53368
c25926 -32406 -4480
c21085 -33000 47432
c21517 -33660 47936
c50404 -33726 -11536
c15187 -33132 -41272
c51275 -34122 -26152
c31692 -31812 -42280
c45843 -34914 51464
c49346 -32670 -34216
c21621 -32472 -3472
c36908 -33660 12152
c10777 -33330 44912
c13395 -33264 -40768
c16417 -32604 6608
c45165 -33924 -8008
c45173 -34254 -37744
c46432 -32604 -4984
c30305 -34386 -23632
c11035 -33528 -24640
c18112 -33924 13664
c25660 -34452 -47320
c7975 -33330 52976
c20764 -32208 1568
c16884 -32802 -5488
c49745 -34320 43904
c44922 -34386 3584
c7186 -32670 -5488
c19998 -32604 -16072
c16262 -33198 -1456
c4435 -34716 29792
c50547 -32472 -16072
c24738 -32802 -1456
c34523 -33396 -25648
c46017 -33792 4088
c49097 -32604 -52864
c10806 -32802 -1960
c15142 -34320 34328
c47991 -33792 -23128
c3295 -34980 -24136
c30180 -34056 18704
c26699 -33066 44408
c32593 -33066 18200
c15664 -32670 -34720
c15092 -32472 -33208
c50917 -33264 -37240
c20452 -33000 -42784
c49985 -33132 53480
c24366 -33264 -20104
c2972 -33132 -20104
c7167 -33462 -21616
c36253 -32868 19208
c34980 -33264 -35728
c25608 -33396 -43288
c4935 -33660 45416
c34649 -32604 -14560
c40277 -32934 -18088
c31472 -34452 -24136
c2129 -33660 13160
c2875 -34122 41384
c48814 -34188 43904
c17304 -32934 44912
c22432 -32868 -40768
c8245 -32208 -46816
c40942 -32142 -33712
c5623 -31944 -2968
c42909 -32208 -30688
c16422 -32142 -34216
c2209 -33000 -20104
c17491 -32868 -20104
c17242 -32736 -22624
c15977 -33924 43904
c36313 -33066 32816
c2900 -33792 43904
c86 -34716 42896
c32281 -33198 -11032
c44652 -32340 -14560
c30432 -31416 -9016
c13255 -33000 53480
c23457 -32340 -30184
c23549 -32736 -952
c9575 -34320 10136
c20922 -32868 -8008
c4976 -33792 20216
c37916 -32538 -5488
c15627 -32472 -448
c24181 -32010 -4480
c11638 -32472 22736
c809 -33198 52976
c30986 -32868 -43288
c32695 -34584 -44800
c17166 -33000 48440
c36607 -32076 3080
c39043 -33066 11648
c43711 -33000 19712
c34569 -32208 -4984
c17101 -33990 45920
c12057 -33000 9128
c22283 -33924 -49336
