TotalDisplacement 47551034
MaxDisplacement 4809
NumCells 51382
c4771 -38478 -4480
c9712 -39732 -23128
c26642 -39006 56
c26426 -37356 -1960
c2684 -39732 -10024
c33709 -39600 57008
c44216 -39468 -57904
c19621 -40062 -33712
c7777 -37224 -1456
c1392 -39072 -14056
c23072 -39996 -33208
c18804 -40524 -10528
c48757 -38610 53480
c47171 -37752 -952
c22384 -38940 -40768
c7981 -39864 -38752
c14782 -38544 -448
c31013 -38940 -4984
c5837 -38808 -15064
c29805 -37092 -2464
c25700 -38214 -4480
c24637 -38280 -448
c42122 -39468 57512
c18328 -37488 -952
c36142 -39204 14672
c9595 -39204 -28168
c6237 -38544 -3976
c27323 -37356 -41272
c50810 -38940 11144
c46041 -40062 -44296
c37111 -39666 16688
c5168 -39600 -32200
c8013 -40260 -23632
c12875 -38940 61544
c37962 -40392 61040
c44024 -37092 -2968
c47038 -38544 -6496
c6892 -39006 -13552
c1972 -38676 -57400
c37368 -37818 -4480
c3364 -38148 -3976
c46198 -37356 -42280
c49910 -39930 -33712
c22772 -38742 56
c5334 -39204 -36736
c36508 -40062 -26656
c28618 -39204 -46312
c24011 -40326 -27664
c19674 -39468 -10024
c25110 -38808 -4984
c49333 -39270 -42784
c14613 -39930 -9520
c31342 -38082 -13552
c48604 -38544 -4984
c28523 -40392 -22120
c6262 -38544 -31192
c5699 -39336 -10528
c38545 -38478 56
c13821 -37488 -3472
c41692 -39600 -33208
c35819 -38874 -7000
c25069 -39864 -31696
c37822 -40194 44408
c19937 -36828 -1456
c37570 -37554 -4480
c9494 -37224 -952
c24143 -39468 -29176
c4362 -36960 -1960
c31875 -38016 -448
c2870 -38742 36344
c36341 -40062 -25648
c25488 -37092 -952
c1656 -39138 41384
c12731 -37884 -3976
c37336 -40128 49448
c40482 -38412 -4984
c43240 -37356 -60928
c33550 -38280 -4984
c12629 -39534 -33712
c47747 -38610 -13048
c22337 -39204 -33208
c29786 -39996 56000
c18811 -39138 -33712
c6820 -37752 -3976
c1873 -39336 -32704
c23007 -38676 -52864
c49896 -40062 -27664
c383 -40062 -12544
c15805 -39006 -33712
c48476 -39072 -29176
c5424 -38148 -30688
c23309 -37620 -3976
c21244 -38412 -30184
c26386 -39930 -12544
c19799 -38412 34328
c35359 -38412 -57400
c31686 -38874 -33712
c43540 -39072 -34720
c38940 -40260 -16072
c38214 -37488 -3976
c18948 -41052 -45808
c2738 -38808 -33208
c19643 -39864 33824
c50903 -38148 -4984
c33391 -39072 -15568
c24487 -39666 -34216
c44499 -38742 -56392
c17445 -36564 -1456
c1611 -37752 -448
c49344 -38412 -40768
c37851 -40194 49952
c38419 -39930 -37744
c45727 -40788 -16576
c8872 -39270 -25144
c8924 -38016 6608
c31010 -38940 -31696
c16241 -37752 -8512
c23368 -39138 -9520
c19444 -36828 -2968
c17800 -40128 -26152
c13113 -40458 39368
c12778 -39402 -34216
c15635 -40128 -37240
c13711 -39732 -24136
c3198 -37356 -3976
c13921 -38940 -32704
c16898 -40656 -12040
c16997 -39270 1064
c37091 -38676 -35728
c43544 -37224 -3976
c22568 -38478 -33712
c10066 -38478 46424
c42230 -39666 -35224
c26095 -38940 -43288
c18175 -39072 -28672
c21035 -39732 -43792
c2359 -37092 -3976
c32954 -38016 -46312
c32570 -38478 -12544
c8679 -37224 3080
c45620 -39798 -26656
c47020 -38412 -33208
c34262 -38280 46928
c43142 -38346 -33712
c37158 -38544 -23128
c8990 -36696 -2464
c43647 -39600 -39760
c40570 -38412 -14560
c2353 -39534 -26656
c15574 -38280 -48832
c11059 -38610 -11032
c27466 -38280 -14560
c25055 -38280 -15064
c42423 -36696 -2968
c8357 -38676 -32200
c46945 -38280 -32200
c23340 -38874 -40264
c14216 -38808 12152
c25218 -38148 -33208
c25062 -38082 -33712
c25678 -38214 -40264
c27964 -39204 -12040
c22096 -40524 -45808
c48411 -38148 -14056
c23778 -38676 -55888
c34437 -39270 36848
c7095 -39006 -34216
c40090 -38874 -44296
c3452 -38874 -34216
c24571 -38610 -7000
c25352 -39336 -39760
c6054 -38676 16184
c46669 -36564 -61936
c14707 -38280 -46816
c22260 -38808 -24640
c18727 -38148 -31192
c51336 -38016 -36736
c40998 -38478 -56392
c24248 -39798 -27664
c41570 -36696 -41776
c21052 -37884 -34720
c9193 -38808 -39760
c14240 -39732 43400
c21591 -40128 -38248
c8125 -39732 -11536
c14045 -38940 -37240
c28166 -38280 1568
c699 -38346 56
c22664 -37884 -14056
c41626 -39666 -21616
c6380 -39732 -16072
c36335 -38544 -56896
c33296 -38544 -24640
c34534 -40326 14168
c41403 -38016 -4984
c47688 -40260 4088
c11782 -38610 -34216
c2988 -39204 -43792
c45985 -40392 -45304
c13545 -39006 26768
c10181 -39204 9128
c4780 -38676 12152
c27183 -37884 -32200
c39609 -38940 -15568
c17288 -37752 -33208
c5072 -39072 -18088
c31912 -38808 5096
c43272 -39204 -11536
c49716 -38082 56
c10519 -36696 -41272
c32990 -37620 -33208
c3760 -39204 -22120
c36980 -38214 -11032
c23394 -38148 1568
c30936 -36696 -42280
c17225 -39204 -50344
c19671 -38148 -52360
c36398 -39138 560
c28997 -40722 51464
c36106 -38214 -56392
c8373 -38082 -42784
c9597 -39402 4592
c34427 -39864 52472
c18443 -38676 11144
c18697 -37488 2072
c27855 -39006 20720
c48546 -39534 -27160
c5603 -38544 -50848
c42817 -38940 -26152
c25607 -40260 43904
c4875 -39534 -27664
c32572 -37620 -14056
c35014 -38940 49448
c22575 -38412 -43792
c4786 -39468 47432
c50453 -38016 -57400
c35849 -38016 -32704
c18345 -38346 3584
c15049 -37884 -32704
c32041 -40392 13160
c30442 -39204 13664
c27354 -39336 9632
c12322 -37752 -32704
c20367 -39336 4088
c44327 -38808 45416
c27293 -38742 -37744
c28383 -39006 4592
c12137 -38082 -6496
c28038 -38082 3584
c37541 -37620 1568
c14096 -38940 9128
c45750 -39006 -35224
c41672 -37356 -14560
c29391 -37356 1568
c14823 -37620 -32704
c5596 -37488 -32704
c31256 -37752 -57400
c25464 -37092 -7504
c22782 -38280 -43288
c6130 -37488 -33208
c40265 -39732 -45304
c5691 -38412 13664
c11954 -38940 -11536
c7296 -38148 11648
c29212 -38346 -44296
c22324 -39072 -23632
c4346 -38610 1064
c10335 -38874 -27160
c14742 -39006 -29680
c21133 -38412 30296
c29609 -39468 13160
c19777 -38082 -11032
c35968 -38874 4592
c39381 -37356 -51856
c10895 -39204 -49840
c44213 -39204 10640
c40441 -37818 -56392
c17575 -39864 -16576
c47774 -38148 -43288
c25154 -39336 -44800
c21671 -39138 -39256
c10463 -38940 -12040
c46313 -37158 -13552
c32737 -39204 37856
c4436 -38676 9128
c15017 -39336 48440
c2562 -37356 -32704
c32245 -39138 52976
c28122 -38610 -27160
c29681 -39600 -38752
c49504 -38610 16688
c44096 -37884 11648
c42171 -37356 -33208
c27481 -37884 13664
c14149 -38808 9632
c36460 -39336 34832
c47590 -38280 47432
c49038 -39006 12656
c16123 -38874 -25648
c26240 -38412 -23632
c31446 -38346 -35224
c9813 -38148 34832
c14727 -39864 60536
c28128 -39864 29792
c51308 -37224 -32704
c41504 -39798 51968
c11378 -38412 4088
c36656 -39204 -36232
c41409 -37488 -46816
c51 -38148 -52864
c30124 -37884 -24640
c8312 -38346 -26656
c40995 -38940 -28168
c35983 -37752 -31192
c18054 -37092 -32704
c28325 -38412 -11536
c23443 -38742 12656
c4024 -38082 -25144
c2517 -39336 8120
c31508 -38676 -22624
c46456 -38148 -11536
c35619 -38148 -56896
c26032 -37884 56
c40449 -38280 -50344
c30663 -38742 39872
c13604 -37488 -55888
c13095 -38808 -24136
c32909 -38874 -27664
c21088 -38016 -22624
c24574 -37884 52976
c3497 -38874 -9520
c48553 -37752 14672
c30509 -38610 4592
c22085 -38016 -57904
c49111 -38940 -47320
c51178 -38610 -27664
c26297 -38148 11144
c32678 -37884 -11536
c40899 -38478 12656
c46381 -38610 -29680
c43842 -39864 -45808
c34185 -38478 -21616
c46921 -37950 -7000
c8489 -38940 44912
c48528 -37884 -23128
c34447 -38214 -25648
c42723 -39336 33320
c8784 -38148 -39760
c39496 -40986 -58408
c90 -38148 -10528
c33290 -38478 4592
c44403 -36828 -8512
c6343 -38808 -17584
c33027 -39072 -44800
c51348 -37488 -32200
c30789 -36696 -9016
c11651 -38280 -49840
c10980 -38280 42392
c39481 -39732 -38248
c39101 -38082 -29680
c16563 -38676 -47320
c10060 -38874 10136
c46073 -38280 -10024
c20037 -39072 -45304
c36912 -37818 -11032
c23029 -37620 -11536
c3027 -39600 41888
c17141 -37224 -46816
c34440 -39138 17192
c35330 -37356 -31192
c2887 -38544 43400
c24671 -37752 -12040
c19297 -38016 25256
c42034 -36432 -9016
c2446 -36960 -30688
c50005 -37620 -40768
c32501 -38412 -47320
c14612 -39336 -38248
c40614 -38808 -29176
c4614 -38148 -38752
c25245 -37686 -33712
c31887 -40590 -17080
c47966 -37488 -35728
c3222 -39336 -45808
c3188 -38808 -36232
c28354 -38412 47936
c10850 -38016 30800
c12270 -39402 -17080
c22216 -37686 -40264
c22475 -38148 -29176
c17334 -38214 -34216
c40126 -38214 560
c3765 -39072 43904
c34965 -38214 4592
c47473 -37224 -24640
c25638 -36828 -46312
c41119 -37752 -47320
c14879 -38280 -26152
c44700 -38808 -44800
c13094 -38148 -24136
c9071 -36696 -60928
c9561 -38412 -51352
c46819 -37092 47432
c29647 -39864 50960
c42116 -38346 1064
c35950 -39336 -47824
c4863 -37950 -35224
c4730 -38544 -45304
c24254 -38214 16688
c23706 -38676 -28672
c34865 -36960 -24640
c3200 -38742 -18592
c19918 -36960 -47320
c26588 -37422 -42784
c23052 -37686 5600
c45697 -38280 -44800
c3710 -38016 -45304
c5947 -37884 -4984
c48914 -38016 -15568
c11268 -38016 -28672
c43380 -39534 51464
c50955 -37752 -56896
c27921 -38148 -45808
c38518 -37752 -44800
c13526 -38016 -22120
c15579 -39270 -55384
c22438 -38742 -55384
c12852 -37488 61544
c47460 -38940 61040
c16767 -38940 13160
c2762 -38676 13160
c33360 -39402 -21112
c48477 -40260 -20608
c34027 -38016 -10528
c49203 -36036 -41776
c26910 -37422 -40264
c21036 -38016 10640
c20226 -37224 -51352
c25231 -39336 37352
c2581 -37356 -43288
c18326 -38610 39872
c6021 -38874 22232
c38165 -38280 -28168
c2699 -38082 -26656
c45971 -38148 -47824
c24916 -37950 -27160
c8648 -37950 4592
c28537 -37686 -44296
c26939 -37686 -34216
c22474 -39270 -53368
c4017 -38544 13160
c15887 -37620 13664
c6778 -36300 -47320
c18227 -38610 51968
c9039 -39402 14168
c16946 -37752 -43792
c42734 -37488 -39760
c7566 -37224 -30184
c14979 -39270 14168
c36109 -39006 39368
c38628 -36960 -52864
c18059 -37422 -26656
c31882 -39138 48944
c45801 -37752 -37240
c7735 -39468 15176
c42739 -37752 -28672
c5662 -37950 -27664
c37561 -38478 -55384
c5300 -37818 -21616
c35714 -37620 -43792
c37332 -38280 -36232
c39757 -36564 -8008
c8405 -38874 14168
c46535 -38478 -39256
c35901 -37356 13664
c40157 -36828 13664
c35681 -37818 4592
c30399 -37356 -45304
c152 -36828 2576
c12456 -37752 -23632
c17833 -38346 14168
c41563 -37422 -25144
c409 -36168 -41272
c8993 -38280 12152
c38574 -38280 41888
c7946 -39204 15176
c29502 -37488 -24136
c10562 -37554 -25648
c32376 -37356 -22120
c31441 -36168 -9016
c46518 -37224 -44800
c33812 -39006 49952
c42670 -37356 -37240
c45920 -37818 -29680
c18121 -37950 12656
c48210 -37224 30296
c20265 -38676 50960
c48801 -38346 31304
c38847 -36828 -36736
c192 -36036 -46816
c47926 -38148 22736
c1367 -39468 8624
c16830 -37620 -26152
c14023 -36828 -57904
c9910 -37488 -29176
c14681 -37752 -10528
c32529 -38412 13160
c43366 -38808 56504
c19688 -37092 47936
c32539 -37818 -7000
c38353 -37884 -38248
c886 -37356 -43792
c11921 -36828 -31192
c18432 -36828 -35728
c42322 -36564 -60928
c19887 -38016 -28168
c5095 -37686 4592
c11528 -37752 -36232
c28371 -36828 -37240
c33763 -36300 -35728
c13566 -36828 -24136
c3817 -37620 -28168
c36813 -37026 -25144
c31582 -37884 22736
c8378 -38676 26264
c41325 -37554 -37744
c33646 -37290 -35224
c46272 -38676 52472
c15786 -37224 -23128
c30706 -38676 33320
c17766 -37686 49952
c5283 -37356 -47824
c27420 -37752 13160
c45369 -36432 -7504
c51371 -39534 -58408
c26299 -37950 16688
c39927 -36168 -8512
c50144 -38148 57008
c9815 -38082 1064
c44636 -37158 -13048
c38182 -39204 38360
c25479 -36960 -40768
c13199 -37554 12656
c49386 -37818 59528
c4550 -39072 -20608
c1197 -36300 -24640
c37285 -38016 15176
c7788 -38082 -53368
c11791 -37356 14672
c37775 -36894 -25648
c51009 -38676 15680
c14816 -38016 -49840
c26018 -37620 22736
c21678 -36432 13664
c50784 -37356 -22624
c17770 -36300 -40768
c33602 -38676 -16576
c44582 -36564 -24136
c47843 -37290 -27160
c48735 -37422 -56392
c39647 -38412 -16072
c31827 -37356 -50344
c42148 -37950 14168
c24325 -37752 -31696
c14224 -37224 14672
c20938 -37356 13160
c8714 -36300 -37240
c31633 -37092 13160
c17349 -38082 -55384
c31514 -38412 48440
c42173 -36168 -36736
c8632 -36960 -52360
c1574 -37224 -43792
c18768 -39072 8624
c27914 -38544 -16576
c45573 -36300 -7504
c40586 -38676 24248
c13461 -38544 38864
c42716 -37422 14168
c50754 -37092 -23632
c11355 -39204 50456
c36181 -37488 -28672
c29324 -38412 9128
c34822 -36828 14672
c20773 -37026 14168
c42918 -38016 12152
c37232 -38412 24248
c40991 -37158 12656
c42392 -38280 -53872
c7852 -37224 -28168
c47538 -37158 -7000
c47424 -38346 51464
c24857 -35640 -46312
c29218 -38676 53984
c38362 -37488 9128
c34055 -37026 46424
c1102 -37554 4592
c20507 -38016 57512
c7715 -38544 15680
c8225 -38016 50456
c49062 -38742 17192
c19990 -37620 -17584
c27986 -39006 44408
c30552 -36696 -45304
c46620 -38940 19208
c13217 -35904 13664
c49877 -38544 9632
c41931 -38544 8120
c7068 -37884 5096
c3790 -38412 8120
c20481 -37752 49448
c50942 -37092 2072
c31163 -37290 -15064
c15098 -38148 8120
c23153 -38016 7616
c25634 -37620 12152
c6438 -37290 -34216
c16719 -38148 -16072
c47068 -37224 -56896
c29396 -38478 20720
c47070 -37356 56504
c23039 -37026 12656
c32147 -37356 -31696
c27772 -38148 15680
c22340 -36894 12656
c34723 -37620 5096
c48794 -37752 35336
c21967 -36696 13160
c24490 -36630 -25144
c34557 -37488 50960
c38453 -37488 52472
c31288 -37620 15680
c45818 -36432 -24136
c31740 -37818 -60424
c25956 -37224 -32200
c24020 -36630 14168
c36222 -37422 -29680
c13502 -36432 -52360
c452 -38016 7112
c31046 -38544 42896
c32287 -37620 -15568
c1579 -37422 51968
c7640 -37092 -28168
c22619 -39732 -58912
c37929 -36564 -44800
c11276 -37488 -17584
c28223 -37290 -27664
c14500 -37290 -33712
c39517 -36828 -23632
c31411 -37620 15176
c50521 -36564 -57400
c34507 -37554 16688
c20300 -38544 33320
c44251 -36960 -26152
c38051 -38940 32312
c15133 -38676 -19096
c50817 -37092 12152
c1430 -38148 26264
c14618 -36828 -26152
c5875 -36498 14168
c4333 -37686 -55384
c35398 -35904 -8008
c7709 -37158 -37744
c95 -37356 15176
c13791 -37158 -27160
c37494 -37356 -28672
c11751 -38280 -58912
c22363 -38676 29792
c3536 -36960 -45808
c41905 -38280 16184
c49128 -37092 -36232
c13128 -37752 19712
c38568 -39138 28280
c19120 -37026 -12544
c18123 -39006 -48328
c45547 -36432 14672
c25857 -37092 -29176
c12525 -36300 -61432
c9963 -37686 3584
c43696 -37884 -16072
c11633 -37356 -15568
c38093 -37488 -38248
c38012 -36168 -7504
c32215 -36168 -24136
c235 -37092 46928
c8874 -39204 24752
c29011 -35640 -37240
c1521 -36762 -40264
c29891 -36432 13160
c36902 -38544 21224
c3356 -36960 -43792
c49113 -37158 51464
c45047 -35904 -35728
c5000 -35508 13664
c37580 -38016 55496
c47486 -38808 24752
c20390 -37620 -16072
c48424 -36366 14168
c30493 -35640 -36736
c41728 -36300 14672
c39850 -36696 12152
c16548 -38742 58520
c5900 -38610 10136
c8298 -37026 -26656
c37182 -37356 -10528
c33647 -38346 -48328
c44841 -36828 -39760
c35645 -37092 53480
c43961 -37620 7112
c36765 -37290 -29680
c9681 -36960 -56896
c16675 -38016 41888
c17929 -35640 -47320
c45660 -36432 -30184
c8946 -38412 23240
c26593 -37158 -27664
c1124 -38016 33320
c47101 -38214 40376
c39803 -38280 32816
c14371 -36432 -31192
c28262 -35904 -42280
c45349 -37158 -21616
c48716 -37422 3584
c38161 -39072 -20104
c46297 -37092 -15568
c5381 -37620 9632
c1717 -38148 29792
c6674 -36960 -17584
c4251 -37620 11648
c41366 -39204 27776
c9437 -38412 -20104
c39144 -37488 4088
c49 -38016 32816
c37717 -36432 -51856
c5130 -38016 16184
c2740 -35376 -46816
c37165 -36300 3080
c46590 -38940 -19600
c26881 -38676 33824
c2321 -37092 -55888
c43990 -37092 -28672
c33074 -37290 -11032
c7542 -38280 -19600
c33226 -36564 -56896
c19863 -36762 -12544
c50512 -37752 -20104
c41421 -36036 3080
c27790 -37554 -18592
c23055 -38346 17192
c41534 -36696 -26152
c42791 -36366 12656
c3809 -39204 28784
c45513 -36828 47936
c45518 -37026 -27664
c36574 -38082 -58408
c45704 -37224 11144
c11029 -37026 -60424
c41843 -38082 17192
c8506 -37158 -18592
c48209 -35376 13664
c26158 -38016 21224
c23217 -37356 22736
c25254 -37686 10136
c8884 -37620 33320
c14894 -35904 -60928
c19736 -37488 11648
c30272 -36564 -47824
c28051 -37488 -19096
c43913 -37224 15680
c47986 -36696 -45808
c3677 -36828 -55888
c28328 -36960 -19096
c41929 -37620 -19600
c51062 -37158 4592
c1233 -36366 16688
c33350 -38874 27272
c36270 -40062 29288
c48590 -37884 29792
c27624 -37092 32816
c37406 -37884 -20608
c15380 -38412 33824
c33280 -37356 43400
c44816 -36960 -51352
c50324 -37752 -53872
c8428 -39402 29288
c25258 -37092 -19600
c44072 -37752 16184
c520 -36960 60032
c15832 -38148 33824
c34444 -35244 -61936
c47489 -36894 40880
c35875 -35904 -47824
c2181 -37356 42896
c38819 -36630 -37744
c9955 -36894 -21616
c26219 -37092 -20104
c19327 -37290 -55384
c34068 -37092 7616
c1006 -37092 42392
c48689 -39006 -59416
c36217 -38148 8624
c13553 -38808 25760
c27608 -37752 33824
c7554 -37554 -48328
c38505 -38280 -50848
c4703 -36828 30800
c15506 -37026 -27160
c36705 -36300 -19096
c10434 -38478 28280
c35477 -37884 43904
c23031 -37356 17696
c44231 -36828 41888
c32668 -36564 47936
c2070 -36762 -18592
c43072 -37686 41384
c33249 -37884 -48832
c20903 -36696 -22624
c22680 -36036 -9016
c3950 -37818 44408
c51117 -36960 -28672
c6682 -37686 26768
c22443 -36564 -19600
c15036 -37422 18200
c11965 -39204 20216
c8580 -37092 -18088
c30136 -36894 -55384
c48086 -36432 -20104
c51332 -37092 10640
c2154 -36762 -26656
c9192 -36564 11144
c28292 -37950 20720
c13543 -37224 9128
c45684 -37026 -29680
c22214 -36828 59024
c51169 -36696 -18088
c12447 -36498 -25648
c47606 -37092 15680
c5209 -37884 -16576
c38967 -36036 -19600
c26000 -35772 -19096
c24586 -38214 -21112
c32554 -36234 -56392
c50192 -36960 15176
c4951 -37290 -4480
c44323 -37224 33320
c8163 -36960 26264
c12507 -37686 -21112
c38988 -36828 -17584
c2227 -36564 19712
c1154 -37092 11648
c34234 -37026 -11032
c50069 -37752 19208
c22286 -37554 -59416
c23905 -38148 23240
c950 -36960 9128
c24810 -35376 -57904
c13850 -38280 24752
c31182 -35376 -47320
c2813 -36564 4088
c737 -37092 43400
c48991 -36234 -18592
c9779 -36960 10640
c16 -36894 4592
c44788 -36960 11648
c31181 -38016 28784
c30664 -37290 -21112
c26015 -36894 -48328
c19212 -37422 -17080
c814 -35904 -20104
c47492 -37752 8624
c51042 -35508 -20104
c26964 -37488 21224
c46309 -36762 46424
c32069 -37224 9632
c46992 -37422 20720
c28570 -36828 -38248
c40209 -36762 45920
c41624 -37752 24248
c12570 -37356 -50848
c30752 -36432 -18088
c3304 -35376 -19096
c3964 -37488 16184
c23784 -37224 -20608
c28194 -36828 -20608
c2945 -36564 11648
c11864 -37224 8120
c47782 -36630 4592
c18099 -38082 36848
c36285 -38214 58016
c45007 -36762 44408
c44174 -38148 48440
c14969 -36696 -22120
c22799 -36432 -45808
c41714 -37950 48944
c45588 -36432 -17584
c42067 -37092 22736
c39019 -35112 -20104
c17521 -37620 44912
c51220 -37752 -48832
c11140 -37224 19208
c6583 -36498 -12544
c34751 -36696 7616
c21142 -37092 -10024
c9344 -37686 -9520
c13978 -38742 21728
c23678 -36894 -21112
c1773 -37818 58520
c37933 -36696 -11032
c1742 -36168 14672
c47501 -37224 16184
c24371 -37620 24248
c26337 -36432 -20608
c45058 -36696 30296
c14895 -37488 -16576
c48675 -37356 5096
c2685 -36036 -18088
c44764 -36036 17696
c39233 -37224 -16072
c25517 -36630 -13048
c35754 -38544 56000
c37676 -36564 15176
c38175 -36696 22736
c4273 -37356 8624
c28958 -36432 -11536
c30994 -37224 56000
c39893 -36894 20720
c33790 -36762 10136
c16983 -36300 12152
c13816 -35112 -47320
c44856 -38214 29288
c26950 -36762 -21112
c11781 -35838 -18592
c30818 -36828 43400
c25851 -36300 -55888
c23182 -37290 -17080
c3013 -36894 36848
c14250 -35112 -47824
c16779 -38016 20216
c29553 -37356 -48832
c9161 -35772 -9016
c43700 -37884 48440
c40302 -35508 -19600
c14289 -37620 48440
c49867 -37488 61040
c50939 -38412 60536
c37620 -37488 60536
c46916 -38016 27776
c17232 -36168 -20608
c3722 -35838 -56392
c13906 -36762 -7000
c15310 -36828 8120
c47095 -37752 23240
c34338 -37026 -39256
c25454 -35244 13664
c30839 -36300 -17584
c43139 -37290 40376
c1462 -35904 -18088
c42960 -35112 -37240
c50149 -36036 -17584
c37271 -35904 -52360
c34041 -36432 -36232
c12809 -37356 28784
c50885 -36564 -28672
c30075 -37092 28784
c9977 -36564 21224
c17423 -34980 -46312
c37631 -36696 -48832
c18717 -37950 29288
c4637 -36564 9128
c24154 -36564 60536
c31960 -36036 61544
c16711 -35376 -19600
c33247 -36102 -37744
c22940 -37488 20216
c2300 -36432 -48832
c34417 -36366 20720
c9466 -36894 -53368
c9760 -35904 -20608
c50611 -37686 22232
c14737 -36828 15680
c31657 -36036 -48832
c25456 -38214 21728
c21092 -37620 25760
c37048 -36894 -60424
c20245 -36102 -48328
c36695 -37686 21728
c39465 -36498 50456
c4636 -36696 8624
c19229 -35904 14672
c16815 -36960 45416
c11410 -35772 -18088
c7455 -34980 -19096
c37150 -36828 7112
c17702 -36234 -12544
c10289 -36168 30800
c24046 -38412 18704
c25208 -36300 20216
c22904 -37158 -17080
c37029 -37422 22232
c4709 -37422 1064
c47058 -35574 -18592
c7598 -36168 15176
c13043 -37884 24752
c43730 -35904 56504
c40217 -36960 32816
c50347 -36762 3584
c43640 -35508 -61432
c7389 -36630 -29680
c33591 -36630 -39256
c16538 -37290 29288
c42631 -37488 27776
c35240 -36696 45416
c7646 -35772 -20608
c15991 -36366 -55384
c46868 -36300 7616
c7155 -36762 21728
c45866 -36564 9632
c45401 -37092 -49336
c31220 -36828 32816
c32024 -35904 7616
c11346 -35244 -19600
c48158 -36432 15680
c6798 -37026 -17080
c14822 -36960 -3976
c33632 -36432 42896
c42753 -36102 16688
c42805 -35640 -20608
c12671 -35508 -20608
c23428 -35112 -19600
c33754 -36036 19208
c15694 -36564 49448
c26714 -36300 15680
c46183 -37422 -9520
c20091 -35112 -57904
c484 -37158 18200
c139 -36036 -7504
c33520 -37290 28280
c44567 -35772 7616
c11286 -36828 42392
c6662 -36696 29792
c30087 -36564 -12040
c2634 -35970 14168
c25103 -37818 31304
c3358 -36894 22232
c4305 -35376 -20608
c36158 -35112 -60928
c9522 -36300 -30688
c49501 -36366 -59920
c20031 -36036 12152
c12256 -36300 9632
c25130 -36498 10136
c3023 -36696 57008
c50562 -35376 -9016
c44929 -36432 22736
c2035 -36696 -38752
c21603 -36300 57512
c42305 -36498 26768
c51262 -36036 -55888
c49477 -36300 8624
c4376 -35640 -18088
c32213 -36102 10136
c38081 -36630 31304
c31974 -36762 -17080
c15373 -36696 -49336
c36746 -37356 37352
c15687 -35904 -17584
c49059 -35376 19712
c39858 -36168 8120
c26520 -36630 -17080
c35499 -37884 18704
c36319 -36366 31304
c50009 -35508 7616
c41613 -36432 7112
c16653 -37290 58016
c35382 -36234 18200
c3523 -37224 -10528
c15769 -37026 29288
c7799 -36432 44912
c10317 -36564 32816
c1095 -36300 -38752
c17090 -37224 23240
c17811 -36828 27776
c8702 -35772 16184
c37657 -38412 23744
c36513 -35112 -57400
c356 -36300 44912
c46599 -35904 9632
c13013 -36300 -12040
c50086 -37356 18704
c17590 -36168 7112
c5659 -36564 -3976
c29876 -36300 49448
c9372 -36828 25256
c45967 -34716 -57904
c2495 -37488 33824
c36116 -35904 -7504
c40904 -36366 -13048
c31195 -37356 24248
c14230 -35772 7112
c23011 -36630 22232
c38833 -36168 50960
c13415 -37884 35840
c5306 -36300 47936
c45579 -35904 -51856
c31401 -36168 9128
c31393 -38412 38864
c3894 -36432 -50848
c32976 -36762 29288
c46890 -35640 -51856
c12194 -36102 -25648
c23433 -35508 19208
c21475 -35640 -7504
c12608 -36168 22736
c7528 -36828 23240
c30149 -37356 6608
c8166 -37752 32312
c28711 -36432 25760
c15494 -37224 6608
c46561 -37686 27272
c17263 -35376 7112
c3660 -36828 6608
c30406 -35112 7616
c8376 -36168 25256
c7149 -36630 -9520
c16446 -36102 -22120
c36326 -36894 58520
c39351 -36366 22232
c32179 -35442 -18592
c17088 -35772 26264
c38693 -35706 14168
c49436 -37026 27272
c8833 -37752 -49840
c18299 -36432 6608
c38961 -35640 -17584
c1650 -35640 -24640
c13487 -35904 22736
c1072 -35772 20216
c9224 -37422 41384
c40836 -35904 25256
c29764 -36300 10640
c23808 -36762 27272
c48057 -37554 560
c29457 -37686 56
c47003 -37356 24752
c23374 -37818 39368
c23388 -36036 10640
c49363 -36366 -27664
c9533 -36366 -29680
c27940 -36564 32312
c28990 -35376 -17584
c8854 -36498 48944
c43917 -36036 -51352
c36416 -36366 -7000
c15172 -35508 14672
c28432 -36102 31304
c9799 -36102 27272
c22573 -36036 21224
c14774 -36828 55496
c29719 -37224 37856
c27436 -36564 55496
c49762 -36168 -50848
c8794 -36762 36344
c17752 -35244 25760
c49846 -36432 -28168
c26487 -36234 -26152
c32440 -38016 23744
c20551 -36102 22232
c45671 -37092 24248
c40648 -36696 24248
c33258 -36234 -7000
c2025 -36102 28280
c47984 -36696 35840
c34075 -34848 19712
c13610 -36102 17192
c32265 -35244 57008
c10250 -36564 -23128
c16216 -35640 22736
c42220 -36168 37352
c49915 -35970 -60424
c22652 -36630 -58408
c42115 -36696 43904
c36778 -37752 23744
c21817 -36432 23240
c32174 -35244 -8008
c40234 -37224 53984
c42144 -37620 23744
c22369 -36300 32816
c26147 -37092 5096
c24163 -36036 47936
c6847 -35772 -52864
c38551 -35376 -52360
c49706 -35838 26768
c18856 -35376 -7504
c40557 -35838 -53872
c27925 -35376 -56896
c23173 -35838 22232
c43120 -35970 58520
c9845 -35838 56000
c1354 -35508 30296
c7373 -35244 30296
c3408 -37092 1568
c1131 -35772 15176
c32193 -34452 -57904
c24652 -35904 28784
c12908 -35970 -26152
c39870 -36300 27776
c24724 -36102 -55384
c33109 -35838 28280
c34360 -35970 44912
c39080 -35838 44912
c47959 -35838 27272
c22971 -34980 37352
